Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state,Cuisines,Average Cost
Ay Chihuahua Mexican Restaurant,"Ay Chihuahua Mexican Restaurant, 620 Hwy 67 S, Decatur, AL 35603",0x88627e31aa401e7b:0xff1f48402a80dac4,,34.5220069,-86.889923,['Mexican restaurant'],4.1,458,$$,"[['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Decatur,Alabama,Latin American Cuisine,11
Bally's Chinese Restaurant,"Bally's Chinese Restaurant, 2116 N Market St, Wilmington, DE 19802",0x89c6fd3a6b07f90b:0x4cc21e2f3f64bca5,"Basic spot offering a large menu of Chinese standards, including chop suey, lo mein & egg foo yong.",39.7522533,-75.54050579999999,"['Chinese restaurant', 'Asian restaurant', 'Delivery Restaurant', 'Restaurant']",3.9,128,$,"[['Wednesday', '11AM–11PM'], ['Thursday', '11AM–11PM'], ['Friday', '11AM–11:30PM'], ['Saturday', '11AM–11:30PM'], ['Sunday', '12–11PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–11PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual']}",Wilmington,Delaware,African & Middle Eastern Cuisine,43
Cafe Fior Restaurant & Bar,"Cafe Fior Restaurant & Bar, 14825 Ballantyne Village Way Suite 135, Charlotte, NC 28277",0x88569de4fbd8157b:0x450c422f3379fd02,,35.0540374,-80.851879,"['Wine bar', 'Cocktail bar', 'Espresso bar', 'Live music venue', 'Restaurant']",4.3,68,,"[['Tuesday', '5–9PM'], ['Wednesday', '5–9PM'], ['Thursday', '5–9PM'], ['Friday', '5–11PM'], ['Saturday', '5–11PM'], ['Sunday', 'Closed'], ['Monday', '5–9PM']]","{'Service options': ['Outdoor seating', 'Delivery'], 'Highlights': ['Live music', 'Live performances'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Dancing', 'Food', 'Hard liquor', 'Wine'], 'Dining options': ['Seating'], 'Amenities': ['Restroom', 'Wi-Fi'], 'Planning': ['LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Charlotte,North Carolina,American Cuisine,15
The Warehouse Restaurant and Lounge,"The Warehouse Restaurant and Lounge, 502 S Main St, Gainesville, FL 32601",0x88e8a3929194c303:0xf1e4c79468164d05,This dining room in a renovated warehouse features creative New American fare & specialty cocktails.,29.6469923,-82.32536499999999,"['Fine dining restaurant', 'Bar & grill', 'Event venue', 'Restaurant']",3.8,136,,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '11AM–1:30PM'], ['Thursday', '11AM–1:30PM'], ['Friday', '11AM–1:30PM'], ['Saturday', '5–10PM']]","{'Service options': ['Delivery', 'Dine-in'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Hard liquor', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Planning': ['Accepts reservations']}",Gainesville,Florida,American Cuisine,37
Gabriella Italian Restaurant,"Gabriella Italian Restaurant, 3907 Jonestown Rd, Harrisburg, PA 17109",0x89c8c75717165781:0x9e661ad335799dff,"Familiar dishes such as ravioli & chicken Marsala, served with wine & cocktails in a quaint setting.",40.2926521,-76.83019259999999,"['Italian restaurant', 'Restaurant']",4.6,848,$$,"[['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations'], 'Payments': ['Credit cards']}",Harrisburg,Pennsylvania,European Cuisine,22
Mom & Dad's Italian Restaurant,"Mom & Dad's Italian Restaurant, 4143 N Valdosta Rd, Valdosta, GA 31602",0x88ee6605f266e189:0x5b1fbb90afd32bcd,"This charming, family-run eatery with a full bar has been making Italian classics since 1950.",30.8968391,-83.3296895,['Italian restaurant'],4.5,425,$$,"[['Wednesday', '5–9PM'], ['Thursday', '5–9PM'], ['Friday', '5–10PM'], ['Saturday', '5–10PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '5–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations', 'Usually a wait']}",Valdosta,Georgia,European Cuisine,20
Nicolino's Restaurant & Lounge,"Nicolino's Restaurant & Lounge, 2544 Executive Dr, Indianapolis, IN 46241",0x886ca789c70b1a15:0xad3fc21909d118be,Old-world Italian venue at Wyndham Indianapolis West serving Tuscan-inspired seafood & steak dishes.,39.7288983,-86.2581876,"['Italian restaurant', 'American restaurant', 'Bar', 'Pub', 'Restaurant', 'Seafood restaurant']",3.6,208,$$,"[['Sunday', '7–11AM'], ['Monday', '6:30–10AM'], ['Tuesday', '6:30–10AM'], ['Wednesday', '6:30–10AM'], ['Thursday', '6:30–10AM'], ['Friday', '6:30–10AM'], ['Saturday', '12AM–1PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Fireplace', 'Great dessert', 'Sports'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Vegetarian options', 'Wine'], 'Dining options': ['Breakfast', 'Dinner', 'Dessert'], 'Amenities': ['Bar onsite', 'High chairs', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}",Indianapolis,Indiana,Seafood & Organic Cuisine,39
Bombay Garden Restaurant,"Bombay Garden Restaurant, 5995 Mowry Ave, Newark, CA 94560",0x808fbf459b20a701:0xf61ad494fa11d08b,"Welcoming go-to, one of a small chain, dishes up Indian specialties, including a lunch buffet.",37.5254402,-122.0079544,['Indian restaurant'],4.0,685,$$,"[['Wednesday', '11:30AM–2:30PM'], ['Thursday', '11:30AM–2:30PM'], ['Friday', '11:30AM–2:30PM'], ['Saturday', '11:30AM–3PM'], ['Sunday', '11:30AM–3PM'], ['Monday', '11:30AM–2:30PM'], ['Tuesday', '11:30AM–2:30PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['All you can eat', 'Coffee', 'Comfort food', 'Halal food', 'Healthy options', 'Vegetarian options'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Newark,California,African & Middle Eastern Cuisine,30
La Campana Restaurant,"La Campana Restaurant, 2220 Canyon Dr, Amarillo, TX 79109",0x87014f093aab16e1:0xdc0517a83fb83575,"No-frills roadside diner offering a diverse menu of homestyle Mexican eats, including breakfast.",35.1878319,-101.8386917,"['Mexican restaurant', 'Restaurant']",4.3,617,$,"[['Wednesday', '7AM–3PM'], ['Thursday', '7AM–3PM'], ['Friday', '7AM–3PM'], ['Saturday', '7AM–3PM'], ['Sunday', '7AM–3PM'], ['Monday', 'Closed'], ['Tuesday', '7AM–3PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Highlights': ['Fast service', 'Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",Amarillo,Texas,Latin American Cuisine,36
The Chicken House Restaurant,"The Chicken House Restaurant, 1224 Capitol Trail, Newark, DE 19711",0x89c7008327ec8abf:0x44b964d901f09210,,39.6966755,-75.7107992,"['Peruvian restaurant', 'Seafood restaurant']",4.4,652,$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Delivery', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",Newark,Delaware,Seafood & Organic Cuisine,20
Dancing Yak Restaurant & Bar,"Dancing Yak Restaurant & Bar, 280 Valencia St, San Francisco, CA 94103",0x808f7e21b5c46597:0xde0f0f5eaf2109ee,"Art-filled destination serving traditional Nepalese starters, curries & entrees plus a full bar.",37.7685299,-122.4225396,['Restaurant'],4.5,398,$$,"[['Saturday', '4–9:30PM'], ['Sunday', '4–9:30PM'], ['Monday', '4–9:30PM'], ['Tuesday', '4–9:30PM'], ['Wednesday', '4–9:30PM'], ['Thursday', '4–9:30PM'], ['Friday', '4–9:30PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy', 'Trending'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",San Francisco,California,American Cuisine,47
El Monte Mexican Restaurant,"El Monte Mexican Restaurant, 2246 Winchester Rd NE, Huntsville, AL 35810",0x88623dfa1901a30d:0x2634e8e995f8f9b2,,34.816137999999995,-86.4905429,"['Mexican restaurant', 'Latin American restaurant', 'Restaurant']",4.5,353,,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great cocktails', 'Sports'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Coffee', 'Comfort food', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",Huntsville,Alabama,Latin American Cuisine,35
Liason Restaurant,"Liason Restaurant, 37 N Crater Rd, Petersburg, VA 23803",0x89b1a610564cd5ef:0xcfae232bbd442055,,37.2316381,-77.3924846,"['Restaurant', 'Bar']",4.2,103,$$,"[['Sunday', '12–6PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '6PM–2AM'], ['Friday', '7PM–2AM'], ['Saturday', '7PM–2AM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Highlights': ['Great coffee'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', 'Late-night food', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Bar onsite'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations']}",Petersburg,Virginia,American Cuisine,23
Tex & Shirley's Family Restaurant,"Tex & Shirley's Family Restaurant, 708 Pembroke Rd, Greensboro, NC 27408",0x88531bff01a7b7fb:0x34a1edba5f74f010,"Easygoing joint serving classic comfort food, including breakfast all day, in casual surrounds.",36.0873948,-79.83235979999999,"['Restaurant', 'Breakfast restaurant', 'Cafe']",3.9,158,$$,"[['Tuesday', '6AM–9PM'], ['Wednesday', '6AM–9PM'], ['Thursday', '6AM–9PM'], ['Friday', '6AM–9PM'], ['Saturday', '6AM–9PM'], ['Sunday', '6AM–9PM'], ['Monday', '6AM–9PM']]","{'Service options': ['Delivery', 'Dine-in'], 'Amenities': ['Good for kids']}",Greensboro,North Carolina,European Cuisine,31
Metro Nightclub & Restaurant,"Metro Nightclub & Restaurant, 707 Massachusetts Ave, Indianapolis, IN 46204",0x886b50edaf156b4d:0xbb6d2f3d595da62b,"Laid-back, bi-level gay bar with a pub vibe offers homestyle fare, daily drink deals & live events.",39.7764977,-86.14661269999999,"['Night club', 'Bar', 'Gay bar', 'Live music venue', 'Pool hall', 'Pub', 'Restaurant']",4.0,118,,"[['Sunday', '12–10PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '5–10PM'], ['Thursday', '5–10PM'], ['Friday', '5PM–2AM'], ['Saturday', '5PM–2AM']]","{'Service options': ['Outdoor seating', 'Delivery'], 'Highlights': ['Fast service', 'Great cocktails', 'Live music'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Dancing', 'Food', 'Food at bar', 'Hard liquor', 'Wine'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups']}",Indianapolis,Indiana,American Cuisine,28
Hon's Chinese Food Restaurant,"Hon's Chinese Food Restaurant, 3209 W Shaw Ave, Fresno, CA 93711",0x809466252b1a362b:0xe00b7e0370950bda,,36.8071783,-119.8489496,"['Restaurant', 'Chinese restaurant']",4.2,188,$$,"[['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–9PM']]","{'Service options': ['No-contact delivery', 'Takeout', 'Delivery', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}",Fresno,California,Chinese Cuisine,28
Seafood Harbor Restaurant,"Seafood Harbor Restaurant, 2131 S Archer Ave, Chicago, IL 60616",0x880e2c622e62a045:0xd7c6e8bd30d2ea37,,41.8535043,-87.632982,"['Chinese restaurant', 'Restaurant', 'Seafood restaurant', 'Vegetarian restaurant']",3.5,68,$$,"[['Thursday', '12PM–2AM'], ['Friday', '12PM–2AM'], ['Saturday', '12PM–2AM'], ['Sunday', '12PM–2AM'], ['Monday', '12PM–2AM'], ['Tuesday', '12PM–2AM'], ['Wednesday', '12PM–2AM']]","{'Service options': ['Takeout', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Comfort food'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Planning': ['Accepts reservations']}",Chicago,Illinois,Seafood & Organic Cuisine,36
Jesses Restaurant,"Jesses Restaurant, 343 Western Blvd, Jacksonville, NC 28546",0x89a910798c856835:0x8f7136a5c79ec77,"Unfussy resource for casual favorites, from hot dogs & cheesesteaks to gyros, melts & shakes.",34.7660018,-77.384383,"['Gyro restaurant', 'American restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Hot dog restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop']",3.8,208,$,"[['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', 'Closed'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists']}",Jacksonville,North Carolina,African & Middle Eastern Cuisine,10
Irene's Mexican Restaurant,"Irene's Mexican Restaurant, 816 N I Rd, San Juan, TX 78589",0x8665a06f90c6de71:0x17304e4dde4ef5ce,,26.2013551,-98.1654682,['Mexican restaurant'],3.8,83,$,"[['Wednesday', '7AM–3PM'], ['Thursday', '7AM–3PM'], ['Friday', '7AM–3PM'], ['Saturday', '7AM–3PM'], ['Sunday', 'Closed'], ['Monday', '7AM–3PM'], ['Tuesday', '7AM–3PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",San Juan,Texas,Latin American Cuisine,44
