Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state
Market Street Power Plant,"Market Street Power Plant, 1601-1643 S Peters St, New Orleans, LA 70130",0x8620a662d1a52f15:0x8fc18752e98bb3ae,,29.9300855,-90.0649404,"['Historical landmark', 'Tourist attraction']",4.5,28,,"[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
LaBorde Lookout,"LaBorde Lookout, 1 Palm Dr, New Orleans, LA 70124",0x8620af1622cebe8b:0x2cf9639b63dbecdd,,30.0044589,-90.0938608,"['Historical landmark', 'Tourist attraction']",3.8,16,,"[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]",,New Orleans,Louisiana
Swamp Tour New Orleans,"Swamp Tour New Orleans, 930 Poydras St #1106, New Orleans, LA 70112",0x8620afbe962d94c5:0x6dd1feaefbccbb93,,29.9498663,-90.0740562,"['Tour agency', 'Boat tour agency', 'Canoe & kayak tour agency', 'Sightseeing tour agency', 'Tourist attraction', 'Tourist information center']",4.9,116,,"[['Tuesday', '8AM??8PM'], ['Wednesday', '8AM??8PM'], ['Thursday', '8AM??8PM'], ['Friday', '8AM??8PM'], ['Saturday', '8AM??8PM'], ['Sunday', '8AM??8PM'], ['Monday', '8AM??8PM']]",{'Service options': ['Online appointments']},New Orleans,Louisiana
Airboat SwampTour Adventures Of New Orleans,"Airboat SwampTour Adventures Of New Orleans, New Orleans, LA 70124",0x8620af989826de37:0x2d6dc804053fd3be,,29.9969015,-90.1230837,"['Boat tour agency', 'Boat rental service', 'Canoe & kayak rental service', 'Fishing charter', 'Outdoor activity organiser', 'Sightseeing tour agency', 'Tourist attraction', 'Water sports equipment rental service']",4.4,27,,"[['Tuesday', '7AM??9PM'], ['Wednesday', '7AM??9PM'], ['Thursday', '7AM??9PM'], ['Friday', '7AM??9PM'], ['Saturday', '7AM??9PM'], ['Sunday', '7AM??9PM'], ['Monday', '7AM??9PM']]",,New Orleans,Louisiana
Airboat swamp tours,"Airboat swamp tours, 6001 France Rd, New Orleans, LA 70126",0x8620a8dd3d93185f:0x84e7008e9fb7a160,,30.0257316,-90.0347042,"['Tour operator', 'Entertainment agency', 'Tour agency', 'Tourist attraction']",4.6,186,,"[['Tuesday', '7AM??9PM'], ['Wednesday', '7AM??9PM'], ['Thursday', '7AM??9PM'], ['Friday', '7AM??9PM'], ['Saturday', '7AM??9PM'], ['Sunday', '7AM??9PM'], ['Monday', '7AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",New Orleans,Louisiana
Old Man River Statue,"Old Man River Statue, 401-451 St Peter, New Orleans, LA 70130",0x8620a613c90dd2cb:0xcc412ffff34fd10,,29.9554625,-90.0626177,"['Historical landmark', 'Tourist attraction']",3.9,14,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
I-10 Twin Span Bridge,"I-10 Twin Span Bridge, New Orleans, LA 70129",0x889de2ed378be8db:0x10d7f2d0673287d2,,30.1827477,-89.8237685,"['Bridge', 'Tourist attraction']",4.4,88,,"[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', '9AM??5PM'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Labyrinth in Audubon Park,"Labyrinth in Audubon Park, New Orleans, LA 70118",0x8620a4e12a8d616f:0xe0566797d090320a,,29.9220855,-90.1283729,['Tourist attraction'],4.5,28,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Garden Study Center,"Garden Study Center, 5 Victory Ave, New Orleans, LA 70119",0x8620af68e9d1fc1b:0xc4dd8f25364c1b51,,29.9875433,-90.0968388,"['Garden', 'Tourist attraction']",4.9,13,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
St. Louis Cemetery No. 3,"St. Louis Cemetery No. 3, 3421 Esplanade Ave, New Orleans, LA 70119",0x8620af5ad57bc1f1:0x36067a78506229fd,"Landmark cemetery established in 1854 with elaborate above-ground mausoleums, tombs & gravestones.",29.9827491,-90.0874501,"['Cemetery', 'Tourist attraction']",4.6,43,,"[['Thursday', '8AM??4:30PM'], ['Friday', '8AM??4:30PM'], ['Saturday', '8AM??4:30PM'], ['Sunday', '8AM??4PM'], ['Monday', '8AM??4:30PM'], ['Tuesday', '8AM??4:30PM'], ['Wednesday', '8AM??4:30PM']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Treme's Petit Jazz Museum,"Treme's Petit Jazz Museum, 1500 Governor Nicholls St, New Orleans, LA 70116",0x8620a6046873be91:0x8fcfc3b0fe9a7395,,29.966915,-90.068277,"['Museum', 'Tourist attraction']",4.8,98,,"[['Thursday', '10:30AM??5PM'], ['Friday', '10:30AM??5PM'], ['Saturday', '10:30AM??5PM'], ['Sunday', 'Closed'], ['Monday', '10:30AM??5PM'], ['Tuesday', '10:30AM??5PM'], ['Wednesday', '10:30AM??5PM']]","{'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
Rodrigue Studio,"Rodrigue Studio, 730 Royal St, New Orleans, LA 70116",0x8620a611bf349719:0xf01ab5d4e264b554,"George Rodrigue's gallery sells paintings, prints & other works starring his iconic blue dogs.",29.9585659,-90.0641541,"['Art gallery', 'Artist', 'Museum', 'Tourist attraction']",4.8,25,,"[['Thursday', '11AM??5PM'], ['Friday', '11AM??5PM'], ['Saturday', '11AM??5PM'], ['Sunday', '12??5PM'], ['Monday', '11AM??5PM'], ['Tuesday', '11AM??5PM'], ['Wednesday', '11AM??5PM']]",{'Amenities': ['Restaurant']},New Orleans,Louisiana
The Escape Game New Orleans,"The Escape Game New Orleans, 233 N Peters St, New Orleans, LA 70130",0x8620a7fb33b38191:0x425b784c273c94b8,,29.953033,-90.0654436,"['Escape room center', 'Tourist attraction']",5.0,838,,"[['Friday', '8AM??11:30PM'], ['Saturday', '8AM??11:30PM'], ['Sunday', '8AM??11:30PM'], ['Monday', '8AM??11:30PM'], ['Tuesday', '8AM??11:30PM'], ['Wednesday', '8AM??11:30PM'], ['Thursday', '8AM??11:30PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
Briggs-Staub House,"Briggs-Staub House, 2605 Prytania St, New Orleans, LA 70130",0x8620a5d2879b38a1:0x4871a2a7b4bfb7aa,"A landmark mansion in the Garden District, this 19th-century home features Gothic arched windows.",29.9308399,-90.0837716,['Tourist attraction'],4.6,16,,,,New Orleans,Louisiana
New Orleans Native Tours llc,"New Orleans Native Tours llc, 613 Decatur St, New Orleans, LA 70130",0x8620a611778c3be1:0x5319e05b5c918bb5,,29.956295,-90.0634819,"['Tour agency', 'Boat tour agency', 'Bus tour agency', 'Tour operator', 'Tourist attraction']",4.9,45,,"[['Friday', '9AM??7:30PM'], ['Saturday', '9AM??7:30PM'], ['Sunday', '9AM??7PM'], ['Monday', '9AM??7:30PM'], ['Tuesday', '9AM??7:30PM'], ['Wednesday', '9AM??7:30PM'], ['Thursday', '9AM??7:30PM']]",,New Orleans,Louisiana
Le Monde Creole / Insider's French Quarter,"Le Monde Creole / Insider's French Quarter, 606 Royal St, New Orleans, LA 70116",0x8620a61067824fcf:0xd41166de4299011d,,29.9573814,-90.0653058,"['Tourist attraction', 'Tour agency', 'Tour operator']",4.6,28,,"[['Friday', '10:30AM??1PM'], ['Saturday', '10:30AM??1PM'], ['Sunday', '10:30AM??1PM'], ['Monday', '10:30AM??1PM'], ['Tuesday', 'Closed'], ['Wednesday', '10:30AM??1PM'], ['Thursday', 'Closed']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
Warehouse & Arts District New Orleans,"Warehouse & Arts District New Orleans, Julia St, New Orleans, LA 70130",0x8620a674069dfb03:0x7a20a0c5a92b9ffa,,29.9452273,-90.0689619,"['Arts organization', 'Art center', 'Tourist attraction']",4.6,54,,,{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
St. Peter Claver Catholic Church,"St. Peter Claver Catholic Church, 1923 St Philip St, New Orleans, LA 70116",0x80e8282ef9e5b985:0xa5c18e4b9b9cf92f,,29.9684941,-90.0736126,"['Catholic church', 'Church', 'Religious organization', 'Tourist attraction']",4.7,138,,,{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Madame John??s Legacy,"Madame John??s Legacy, 632 Dumaine St, New Orleans, LA 70116",0x8620a611aa8d7be7:0x79dbded2e69cfb08,,29.9594306,-90.0630639,"['Museum', ""Children's museum"", 'Tourist attraction']",4.0,28,,"[['Saturday', '10AM??4:30PM'], ['Sunday', '10AM??4:30PM'], ['Monday', 'Closed'], ['Tuesday', '10AM??4:30PM'], ['Wednesday', '10AM??4:30PM'], ['Thursday', '10AM??4:30PM'], ['Friday', '10AM??4:30PM']]",{'Amenities': ['Restaurant']},New Orleans,Louisiana
NOLA Airboat,"NOLA Airboat, 414 Canal St, New Orleans, LA 70130",0x8620a60d35848641:0x3aa2369373eb6380,,29.951115,-90.06653,['Tourist attraction'],4.7,8,,"[['Saturday', '9AM??6PM'], ['Sunday', '9AM??6PM'], ['Monday', '9AM??6PM'], ['Tuesday', '9AM??6PM'], ['Wednesday', '9AM??6PM'], ['Thursday', '9AM??6PM'], ['Friday', '9AM??6PM']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
Bywater Historic District,"Bywater Historic District, New Orleans, LA 70117",0x8620a62c35145c37:0xb2722cc30ec3b0fa,,29.9663265,-90.0417193,"['Historical place', 'Professional services', 'Tourist attraction']",4.4,18,,,{'Amenities': ['Good for kids']},New Orleans,Louisiana
Train Garden,"Train Garden, 5 Victory Ave, New Orleans, LA 70119",0x8620af68d1fb15f7:0x41012b3c9a17cd6f,,29.9879791,-90.097502,"['Historical landmark', 'Tourist attraction']",4.3,22,,"[['Sunday', '10AM??4:30PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '10AM??4:30PM'], ['Thursday', '10AM??4:30PM'], ['Friday', 'Closed'], ['Saturday', '10AM??4:30PM']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
Jackson Square,"Jackson Square, 701 Decatur St, New Orleans, LA 70116, United States",0x8620a611a0452e69:0xdeff093f17dfbe8f,Artists & performers ply their trades in a park built in 1721 & lined with historic buildings.,29.9574024,-90.0629495,"['Park', 'City park', 'Historical landmark', 'Tourist attraction']",4.7,9878,,"[['Wednesday', '8AM??6PM'], ['Thursday', '8AM??6PM'], ['Friday', '8AM??6PM'], ['Saturday', '8AM??6PM'], ['Sunday', '8AM??6PM'], ['Monday', '8AM??6PM'], ['Tuesday', '8AM??6PM']]","{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
New Orleans Botanical Garden,"New Orleans Botanical Garden, 5 Victory Ave, New Orleans, LA 70119, United States",0x8620af68b7c79f43:0x4377ba3ff473e1b6,"Long-established gardens with exotic species including orchids & cacti, plus seasonal plant sales.",29.9873322,-90.0971328,"['Botanical garden', 'Tourist attraction']",4.7,423,,"[['Wednesday', '10AM??8PM'], ['Thursday', '10AM??4:30PM'], ['Friday', '10AM??4:30PM'], ['Saturday', '10AM??4:30PM'], ['Sunday', '10AM??4:30PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed']]","{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Levee Exhibit Hall and Garden,"Levee Exhibit Hall and Garden, 5000 Warrington Dr, New Orleans, LA 70122, United States",0x8620a8ce1e3fc405:0xc4b43b8028477db0,,30.008636,-90.069053,"['Museum', 'Tourist attraction']",4.7,56,,"[['Saturday', '6AM??6PM'], ['Sunday', '6AM??6PM'], ['Monday', '6AM??6PM'], ['Tuesday', '6AM??6PM'], ['Wednesday', '6AM??6PM'], ['Thursday', '6AM??6PM'], ['Friday', '6AM??6PM']]",,New Orleans,Louisiana
Lozano & Barbuti Gallery,"Lozano & Barbuti Gallery, 313 Royal St, New Orleans, LA 70130",0x8620a60db5e1d791:0x79eaccbabf5196dd,,29.9551782,-90.0673769,"['Art gallery', 'Art museum', 'Artist', 'Arts organization', 'Modern art museum', 'Tourist attraction']",4.7,3,,"[['Sunday', 'Closed'], ['Monday', '12AM??6PM'], ['Tuesday', '12AM??6PM'], ['Wednesday', '12AM??6PM'], ['Thursday', '12AM??6PM'], ['Friday', '10AM??8PM'], ['Saturday', '10AM??8PM']]",{'Amenities': ['Restaurant']},New Orleans,Louisiana
Carver Playground,"Carver Playground, 7410 Prytania St, New Orleans, LA 70118",0x8620a521827ab713:0xed311632e375dc72,,29.9330093,-90.1330845,"['Park', 'Tourist attraction']",4.7,16,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Old Ursuline Convent Museum,"Old Ursuline Convent Museum, 1100 Chartres St #2505, New Orleans, LA 70116",0x8620a610cb2830ef:0x4f131564f76e63a2,This convent-turned-museum is the city's oldest building & features French colonial architecture.,29.9608264,-90.0606764,"['Museum', 'Historical landmark', 'Historical place museum', 'Tourist attraction']",4.5,308,,"[['Thursday', '10AM??4PM'], ['Friday', '10AM??4PM'], ['Saturday', '9AM??3PM'], ['Sunday', 'Closed'], ['Monday', '10AM??4PM'], ['Tuesday', '10AM??4PM'], ['Wednesday', '10AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Restroom', 'Restaurant']}",New Orleans,Louisiana
NOLA City Bark,"NOLA City Bark, 10 Magnolia Dr, New Orleans, LA 70124, United States",0x8620af6b1158d037:0x2c2b733457f98a5b,,29.9950673,-90.0965204,"['Dog park', 'Tourist attraction']",4.5,318,,"[['Saturday', '5:30AM??9PM'], ['Sunday', '5:30AM??9PM'], ['Monday', '5:30AM??9PM'], ['Tuesday', '1??9PM'], ['Wednesday', '5:30AM??9PM'], ['Thursday', '5:30AM??9PM'], ['Friday', '5:30AM??9PM']]",{'Accessibility': ['Wheelchair-accessible entrance']},New Orleans,Louisiana
Sankofa Wetland Park and Nature Trail,"Sankofa Wetland Park and Nature Trail, 6401 Florida Ave, New Orleans, LA 70117",0x889e02aaab20facd:0x16fe3e56b5ad4b95,,29.9741297,-89.9998471,"['Park', 'Tourist attraction']",4.6,18,,,{'Amenities': ['Good for kids']},New Orleans,Louisiana
Gayarre Place Monument,"Gayarre Place Monument, New Orleans, LA 70119",0x8620a6000729e399:0x3b480baac0038bb1,,29.9736449,-90.0745316,"['Monument maker', 'Historical place', 'Tourist attraction']",5.0,2,,,,New Orleans,Louisiana
The LaBranche House,"The LaBranche House, 700 Royal St, New Orleans, LA 70116",0x8620a611e82eee89:0x51a823f7a3bced8a,,29.9581077,-90.0646285,"['Historical landmark', 'Tourist attraction']",4.5,13,,,,New Orleans,Louisiana
Statue of Benito Juarez,"Statue of Benito Juarez, 1200 Conti St, New Orleans, LA 70112",0x8620a609160d17b5:0x93d301f9c912c26,,29.9584632,-90.0713302,"['Historical landmark', 'Tourist attraction']",4.9,13,,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
"The Moe Joe Gallery ""Home of Bounce Fitness w/Moe Joe""","The Moe Joe Gallery ""Home of Bounce Fitness w/Moe Joe"", 2372 St Claude Ave #254, New Orleans, LA 70117",0x8620a6215e76f5d5:0x590b8f683cc1e226,,29.968611,-90.052395,"['Dance company', 'Art studio', 'Tourist attraction']",4.9,16,,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '12:15??9PM'], ['Wednesday', '12:15??9PM'], ['Thursday', '12:15??9PM'], ['Friday', '12:15??9PM'], ['Saturday', '11:15AM??9PM']]","{'From the business': ['Identifies as Black-owned', 'Identifies as women-led'], 'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}",New Orleans,Louisiana
St Alphonsus Art & Cultural,"St Alphonsus Art & Cultural, 2045 Constance St, New Orleans, LA 70130",0x8620a5d5615e3ac3:0x242171505956a2d3,,29.9297841,-90.0749139,"['Cultural center', 'Art center', 'Art museum', 'Catholic church', 'Church', 'Historical society', 'Tourist attraction']",4.9,8,,,,New Orleans,Louisiana
The Faerie Playhouse,"The Faerie Playhouse, 1308 Esplanade Ave, New Orleans, LA 70116",0x8620a604bd3b8819:0x407dc5491584f70e,,29.967465,-90.066404,"['Museum', 'Tourist attraction']",4.8,8,,,,New Orleans,Louisiana
Christopher Porch??-West Galerie,"Christopher Porch??-West Galerie, 3201 Burgundy St, New Orleans, LA 70117",0x8620a62e60b2f655:0xd1a884879793fff,,29.9650658,-90.0429913,['Tourist attraction'],4.5,4,,,,New Orleans,Louisiana
Christ Church Cathedral,"Christ Church Cathedral, 2919 St Charles Ave, New Orleans, LA 70115",0x8620a5cc8daec64d:0xd4b1c76dcdafef24,Episcopalian cathedral & chapel constructed in the late 1800s in the Gothic style.,29.9301268,-90.0879804,"['Episcopal church', 'Non-profit organization', 'Religious organization', 'Tourist attraction']",4.6,48,,"[['Friday', '9AM??5PM'], ['Saturday', '9AM??12PM'], ['Sunday', '8AM??7PM'], ['Monday', '9AM??5PM'], ['Tuesday', '9AM??5PM'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Payne-Strachan House,"Payne-Strachan House, 1134 First St, New Orleans, LA 70130",0x8620a5d345348c61:0xd0ca5ce2b662549a,,29.9286015,-90.0799406,"['Historical landmark', 'Tourist attraction']",3.9,8,,,,New Orleans,Louisiana
Lemann Park & Playground,"Lemann Park & Playground, 628 N Claiborne Ave, New Orleans, LA 70112",0x8620a607e5dab271:0x86a9ea60e1645012,,29.9625884,-90.0731609,"['Park', 'Tourist attraction']",4.5,68,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
The Luling Mansion,"The Luling Mansion, 1436 Leda Ct, New Orleans, LA 70119",0x8620af5a559f8939:0x6baf87e4f5bebe5,,29.982608,-90.086206,"['Historical landmark', 'Tourist attraction']",3.6,18,,,,New Orleans,Louisiana
The Professor Longhair Museum,"The Professor Longhair Museum, 1738-40 Terpsichore St, New Orleans, LA 70113",0x8620a5d9d8b34ab3:0xda337b8cbf7c9421,,29.9392928,-90.0779688,"['Museum', 'Tourist attraction']",4.3,8,,,,New Orleans,Louisiana
Green Bridge,"Green Bridge, Mississippi River-Gulf Outlet Canal, New Orleans, LA 70129",0x889e036e9c55ad99:0x1f0ef9594001b9eb,,30.0049196,-89.9391792,"['Bridge', 'Tourist attraction']",4.4,18,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Preservation Resource Center,"Preservation Resource Center, 923 Tchoupitoulas St #3819, New Orleans, LA 70130",0x8620a67106436503:0x972fe682a6e83ed6,,29.9428552,-90.06777,"['Non-profit organization', 'Museum', 'Tourist attraction']",4.5,18,,"[['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM??5PM'], ['Tuesday', '9AM??5PM']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Popp Fountain,"Popp Fountain, 10 Diagonal Dr, New Orleans, LA 70124",0x8620af6c8e3ca987:0xd00bf2114351679c,,29.9955634,-90.0985605,"['Fountain', 'Tourist attraction']",4.5,15,,"[['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', '10AM??5PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
Uptown New Orleans Historic District,"Uptown New Orleans Historic District, New Orleans, LA 70115",0x8620a5aa3f2d3923:0x50e7e8a2c0f0e2e4,,29.9322705,-90.1109268,"['Historical place', 'Tourist attraction']",4.6,8,,,{'Amenities': ['Good for kids']},New Orleans,Louisiana
New Orleans Top Tours ?? The Good Old Days Buggies Inc.,"New Orleans Top Tours ?? The Good Old Days Buggies Inc., 700 Decatur St, New Orleans, LA 70116",0x8620a67a66163595:0xfd4301e2a5f1056d,,29.9567078,-90.0627955,"['Tour operator', 'Carriage ride service', 'Sightseeing tour agency', 'Tourist attraction']",4.9,54,,"[['Thursday', '8AM??10PM'], ['Friday', '8AM??10PM'], ['Saturday', '8AM??10PM'], ['Sunday', '8AM??10PM'], ['Monday', '8AM??10PM'], ['Tuesday', '8AM??10PM'], ['Wednesday', '8AM??10PM']]",,New Orleans,Louisiana
Goldfish Island,"Goldfish Island, New Orleans, LA 70119",0x8620af660c01e4d9:0x8e57a539e8a57e5d,,29.9844936,-90.097735,['Tourist attraction'],4.7,8,,,,New Orleans,Louisiana
Nola City Lights,"Nola City Lights, 510 N Claiborne Ave, New Orleans, LA 70116",0x8620a605faac9f93:0x864060be30168c32,,29.9622805,-90.0746724,"['Tourist attraction', 'Sightseeing tour agency']",4.7,15,,"[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","{'From the business': ['Identifies as veteran-led', 'Identifies as women-led'], 'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
